sentence	sentence_id	locale	reason
Na mie nachaka nyongezee kidogo.	511de1923da9c1fc528bb2ea5276472e686b9cf70f59d92b16fc0e3a46234d81	sw	grammar-or-spelling
Vadhungu huku kwechu huchubika kwa picha vakenda nadho udhunguni.	28bd3da4d12fc4a16344af8439ab49a4682c5d385568e6c4a5650a22827d5c5e	sw	difficult-pronounce
Mthezaji mzuri yule	27cadf5b1110ad2a90b8759a61d345561ce6d0dec7c63019f716373f29e85b33	sw	grammar-or-spelling
Kiovo bila kuchia chambo humpachi isi.	6c71d978dd31e040c41488e8d3a6d7ef2723f3f3a8b9dfb25472484d8ac6fc19	sw	difficult-pronounce
Honde a baba imeyaa muhogo	2479f230035cca928b007d9d1b08d76c1fd50df1949bc5092f2340dae041cfe8	sw	grammar-or-spelling
Eo kuna baridi niecheya burangeti niifinike	c779dc1575c7450a44dac72dbb9bad2c577c7c43b438cfba2763b09bdce5a0a3	sw	grammar-or-spelling
Naskiya kiu ntilie maji	f14882d16efa48e1ee54af41a0f7e5022d9d621f7fcd750d2212a1ca312f72a9	sw	grammar-or-spelling
Apendae kucha ukichia  kicho yani ukicha utangia lahaulani.	7e2c1c942bd890790e3041e8c77614df5c9ddd917ad19ef706bae545ece0d784	sw	grammar-or-spelling
Hebu nletee hicho kitana nitane	fd4f270c8793a3065c5e1272527a9f4fec4e6c4e693393a8a448dc52f9b77247	sw	grammar-or-spelling
Ssafisha umo chumbani.	45fc20a34d355c4ba00ec765d81ed946cca2c3c8e0969e03f461319577f3eb93	sw	grammar-or-spelling
Kadhi ni kadhi kwasababu ukidharau kadhi itakuva hutaki kadhi uwe.	ee28c897c764d7815e9882d36f0cb0010304624ce4089d939b6e0d3f5fb5097b	sw	different-language
Polisi huchisia vachu kwa bundhuki dhavo	518e53e79e01b66fc5870c92bd1ad24f46a55b561d9b9741bc7f73d9d21bbf58	sw	different-language
Kawaida yao wapiso kufanya mambo maviti	6b0326a46032550e4e9b272a1f8258e40700bc585d6822f807b0a998ec10f123	sw	different-language
Kizungu ni butter	4d1ea679bb10ff94f47062821fc5996eb3c738c34085a91b01bf50f3eba35850	sw	different-language
Mthele ule ukipika wali wake ni mthamu sana	265226389d1f59769f042e23ec7fa43c1020044d6c5c2d1109e95d88872c0636	sw	grammar-or-spelling
Nimemkatia kipande halati wangu	71ad7886e3bab16c1322e35844ebca62ff97f1700586919b5ba4e2a4b6fa2da5	sw	different-language
Kama rucho achuambiavo kadhi ni kadhi chama chake hunena hiya.	5cf3e85093322e4c083400dd40f31ffc2f31ea3b9bfee81e34a595ddd88c6bfa	sw	different-language
Alivaa sidiria neupe akava hutuangaa	0b4393734324c2bbdc4718a40bf2fb3ec85bbfd9585c9ed9f661e08b8f98d0f5	sw	grammar-or-spelling
Tachiliwa marashi ni nsahau nimpendae.	4e99f6bd8c875a8b43dbe02cc8385778b8f4cc654ff95ca252d9303942ed0eea	sw	different-language
Nivonedha tongo ntana utukudhiwa kwa taa.	64c5ed44e7c6405cfca65b2fb8b087271a0fac1fb7cbdbfeaba412792392ee61	sw	difficult-pronounce
Nchi uliokachwa mudhi umeanguka	cf1190d4b53b5ec0099f7c4fc0d98205ae61e7d6bb387c02fabe576ebd14ad95	sw	different-language
Nilyanga kama unayo	1975ae4e269a712737ac69253e78c1e69e90f8a9ff9cec171d88aec6e79ce93d	sw	different-language
"Nchi, nchi yechu mara hii chukivochi chukibika kura raisi takuva mbwa tano."	6609487b925fa076a2dc58056ea2e71f549e68af8fdd375221246e0137d82cf6	sw	different-language
Samaki mkundhe angali mbiti	5e7713fe02c2ec643ccb73e340cefe4b2a49d57ed237e89ca58c107d8bf9cdc2	sw	different-language
Nyele za huyu ni ngumu zataka shanuo	2ab6d6fadcdb677c0bc5974177b92ad2e5564fd0f61fa160f44942ee49812c8a	sw	different-language
Wenda kuswali saa ngapi?	28a0c9c034f5f5b724c039f71fa70d0fc322fe8f4e0f94b3f5e1de9e0a011680	sw	different-language
Kunakwaza saa ngavi kufua?	73b75aa6d687280be0ee43539d0804777b7538e5de3d75cacb9730345e81c064	sw	different-language
Kuna maanisha hutaki?	6bf4fb54422d51714ae389f30a6d934c68b7039aae04286305fdb08c354e0e03	sw	different-language
Mkanye mwanao kwa kigomba mpaka ashike adabu ake.	20eb3917165cfe5677cc457dced98408f9bd309ed0bcd0d4b51c4d71be81b72a	sw	different-language
Amechia mai kama mai alio ndani antungini	1f406a6e9287e6715d2d62d6e69a16362cb3153e8ed8e5a3840e8d07c55ad458	sw	different-language
Kwenu kunaishi na nani?	2aab8d62cc41d57d142310dbafe9eebd715a56f12ce3680f14d51327217a0b24	sw	different-language
Sitaki kuhusushwa na kesi yako	86831a91edb9e75bd0bb6c5a9a5e13862bd7cc5ee57f96f5e8638245ce485f73	sw	different-language
Kama kweza sana	5c8cb489b3d9f18dc084432d9633315efa00bc02217e53da882d41b8165a3439	sw	different-language
Kuanda ni vizuri kwa viungo.	446c39c1446e7bab647be79e96901ec2e0412ad7da26cbc4070dde0f6cc35ab6	sw	different-language
Ni mchoraji mzuri zana wa nyumba	cb439e75313398b01e8c310a05303ddeb1bb5591990c0bf7e71d77f5435cfcfb	sw	different-language
Nchu huu mara ningii kindrasi hupawa iye hachupawi isi.	6e82ee88bb74c803d6e1476bb032b7c3b679b72c762374ee8009a26ab1531e21	sw	different-language
Vunga wa mabuyu hutanganywa na sukari.	77a53d1245ad733904503acbc288eb04e25aa79184b1485462914b6c2c1527a6	sw	different-language
Kunkaza sana.	c4da7318123dd350133225fb7a5d6451a00f286596a3c045a0a2cf4d506ba92e	sw	different-language
Shathi leupe huvawa hofisini	5bb7bfd7b707f1c13919fe95f232aef8d01813b888f377e663c641e8cbe037e5	sw	different-language
Tabiya ni tabiya tu	622140e5eef96b70899ec2b74d60e7ebe0657c4cb22a59e85ebed0ca019a3035	sw	different-language
Huyu bradhangu yuwanijali sana	4f72e4e82e624900812301d183b6608ae7a430433b7080e235dbb21d63972fa3	sw	different-language
Burashi imbirisie siivoni ilipo.	2288cf2722de4e3a53352c0fe1d383a04c9aa187e37973824b7dfe3b54171597	sw	different-language
"Kuvoa, mwana huu ndovoa haambiliki chochote,"	6977bfb81202c06e9d8f30dcc0579d2e8b97964ea9b70cd1b66d6379643703ef	sw	different-language
Kila wendapo wanaandamana kama kijibwa na Bwanshero	b44482113874277349d7fd226b3380ed03a91232c67a410a2fbd6a8aff2a686b	sw	different-language
Watoto wale ni patha za nde.	6471126d8b0f116021fdc0c0feab34ca0ca19ce23a844354627ec91b805bbc35	sw	different-language
Mame afanya chai ya tangawizi	65853cec54cf01380297865bb49824997dc0986503521ffb60a932f03a683c54	sw	different-language
Pia sisi tutaenda kondeni mashekuwe	89f56b4e93f9b61b3c0a325074c0d47b1e10a92289c30d5228a6d4feee665d47	sw	different-language
"Msingi ni kitu ambacho kina, ni cha kusimamisha"	7d2b161865adae2d6b77cae330da86005c2a52d67dff5a9d1fa1ed8ed2d4d83c	sw	different-language
 Nokolya nofu kubwa	cf20f3102c5d959a878cb8dcfb6b466e30049b4fa824e261f686f0ecb07f1afd	sw	different-language
Yule jamaa linzubaa wewe	7517b757184636289d1173a56d13a3d5a2ad86f027096e939c83bbfe5e5358fa	sw	different-language
Paa lya nyumba lyekugwa kwa upepo	3c7d112adf9886f361c1a0e938d95caabc25dd581953ca12b450be40ef587da7	sw	different-language
Vabajuni hunena kuna chifu wa sirikali na chifu wa ndhuka.	fe31cfd86a632ec329ad12ddc8d9de01cad9bd3f36b978874c9e3f20df041c41	sw	different-language
Vana va nasari huandika na kalamu a kipande	4a9e607beed02b411e3b2f35dd9c2d2de137cf7678d27df0cf92f53e7ed6004a	sw	different-language
Kuva iva na mvuvi japo isi asikupe.	77bd4e3b5a630d11c11b44a69b05fa18aaeb41c0d7ef1600081e27e346557f0a	sw	different-language
Welezaga uvyokwambiwa.	2b10dd851754b20681df48d7ca71fa03526f72996eefca5c4d68eb689e85037c	sw	different-language
Asha kanakwimba nyimbo.	13d335a523abc96da186c283ffad1f6b7e6a9aabae3aa99ba01f73190ba6220a	sw	different-language
Ana mshipa huo ukimshika hata kuinuwa mguu hawezi)	4a01a022093192cba592584f24c8475bba247580243638cf77d3929ff0a5303d	sw	different-language
Wajinga husadiki kula waambiwalyo	4b5921e494a26ebf1eb8d76dfbddb13abcea6d1bf6db21e375b4c5ba3a922c84	sw	different-language
Punguzaga yao maji kidogo.	684cc343ae0d3d94cac3ad50839e2bcbbf646ff42d72b94e108246f40ba98bf9	sw	different-language
Shangazi kan’yakushanya makonyo yote	4700ebe8aa7da4330e13516844bcf5af53fe71a908dac3a3ca37b691f674df98	sw	different-language
Enipilikia barua kuwa tangu juzi	91bde13a68cecd90c0032075f9ab3ab9d521a7ee5bf3f23ab171aa16ddf95e14	sw	different-language
Yao makopo yatuwe vyema.	4212151b3c5d1a923ff6810c0df6b7f62a78671a841f1998ee720e1b2fff2d8c	sw	different-language
Juma eradua mame kuliko babaye	516dae98efd7b54a7218c84942c75dc3c55bdf09bf473f36a040a24efbfebaca	sw	different-language
Amenoa kamba ake urefu wakuvutia.	181aa59ecec0b3657322a1ee436b2fc13298c868627ca455d657d3b48938b350	sw	different-language
"Ukitaka kutenda jambo, fikiriya mwisho wake"	3a8648a3f074b2f3c64471d87f575afca63fe655ebe28f320459cf019c8ffc3e	sw	different-language
Nyumba ile invundwa jana	22624868f696e41098d37c9a95707a458bd2f33995a23910d74f7781efa8b705	sw	different-language
Mama amvaa gauni refu	68c9bedfa1e41839a05c566595b518b39357229537b64a09a49f1a437c48b7c8	sw	different-language
Ilibidi Ali aishalikishaliki ile nyumba kabla hajaingia	9fe03deb3d060a360ab7ddbc8260f337046c76468bff90b4e3888c319af1649d	sw	different-language
Ntoto alitaka kuuliza maswali	dfb7d7b90c138e9f8657aec44002f685b6394b00a244cdb3380be77df733ef4b	sw	different-language
Guu lake lina mvungu (not flat)	61280c54a38cdcefdeed731c219eb3ec7d41c45a6ff6c0b63e8e83697cc1341b	sw	different-language
Mthezaji mzuri yule	27cadf5b1110ad2a90b8759a61d345561ce6d0dec7c63019f716373f29e85b33	sw	different-language
Kake kazuia ujenzi	36a6d854ad3c82d7d5344a9a2cf16e581b04cb830b1a148eed5cd7226e7697ec	sw	different-language
Boya hweleya juu ya maji	4a9b5d950fa979b785a9cc17a92956011f8369c0c4ae2f2e59537fc22c5b8df2	sw	different-language
Mvua a bara ilichunyeshea sana	eeb6035d9c5d06a293170d879966be59a215f2f408310d5b4f6a44a4b27d2fef	sw	different-language
"Muhogo, muhogo kwa isi ni tamu."	953c514e931bcb308ac5aa1d0ec2dc59a0e4ba474a5aaf30e4fd3442e90c16a1	sw	different-language
Mai apwani huvavaa.	9b2d40871fd3b4186e2eb9f54fcd6e32b437ef0e24c5db30fce94803827cfa12	sw	different-language
Ukitaka kuingia bonyeza kitu ukfe	34a6e41232b8c60dd47b5f155a7bccb570862eb9ef6bf67e83948fa474663106	sw	different-language
Uketidhie huigidha tu iye mambo avachu haangalii mambo ake.	a79790f8da41f7654a7d1cc59211fefc8bb7ed68078474f88f4716b2c01adba6	sw	different-language
Vana vadodi hufukidhwa fusho ili vakomi kulia sana	7d051d09e5836dba2ccc97b64a2701eb6a1b27e23a10b80168858f0fe3c8ba4d	sw	different-language
Mthele ule ni mzuri	65e9a1b4cdc3e1797c0b6a196850acfe816aca619cbad403b426602d3ff0f764	sw	different-language
Mwenechu ndio mwenye mamlaka chuvoni	06f3f888f0309d1fc80ca0250cbee696d35d3377fef428fe1b83b863a38812a5	sw	different-language
Mwichuni kuna nonii vingi	21892d081399c4c0fbf28f2643c31a30df8e03a19cafa3aff5e409045f36a0d1	sw	different-language
Asiekubali kushindana mara ningi si mshindani.	73f2c861af9f1b569e4b4fc7d93da50f636ba19de2c60b6bf94e77d2cfff68d6	sw	different-language
Apokwitwa alikwikiya	9bffec38a0266683fdf081889007e22b02fe0c01f9807321ea04ac7b26d64417	sw	different-language
Vana va Pate huchumia vulio kuchekea mai kisimani.	638428b1f41ccd3e8765357a0508958e13e4a6d523cb75243673b670e0cfde14	sw	different-language
Kuku wa Abuu amejepwa yana	53551ac0d9abfb8c109175f3a762cde706c60e7ede98b772e194e164c2c77486	sw	different-language
Pua ake hutoa kamasi nno	493c27bae523abc8d240b6a467585ae85a50c434e5347822d8ab0175f445161c	sw	different-language
Mpagazi kantwaa guniya lya chumvi	9ec9114428d7f7fb4095d4387ef00a7d836d425dc20e5b9710df2a012a7a1cee	sw	different-language
Tunshakubaliana	90058cf7dc6f0a638763155ce0cd4667ab62308616a9b2bad15a5cf469af4fb7	sw	different-language
Burashi  angu akubikia dhiachu kiwi ipotedhee	700b2dc6151e2dc7327f00fcff01bdb05d3ed331df5de06cadd205e87da1eb11	sw	different-language
Mrembee ndege juu ya mjiti.	8af22458309b5ba2fe96c7dd4ce85be74ed6b813c292f4e101307170dfc53edb	sw	different-language
Tulikutana kukaronga sana	6b4bc3a8ef836cd23a2431e844e9684e53b720bc129a1c12c38992a7a0963a29	sw	different-language
Upepo umebadilika gafula kumekuwa kuswati	9e4e5b573f05cd8d42c4c6b8b2ee98a284b2e52dfd1f9242f678408e925221a9	sw	different-language
Annizuliya urongo	9edf888545ccadfc14de06d42dc4cd84f4620a2660b34ac383ef1150969ae3a9	sw	different-language
Ukivona dhinduna basi hambari huva iko nyuma ake.	803b3679f770233f568cc89caa890bf71ae98bd8bead59af52e9b4cd1a688b32	sw	different-language
Naskiya kiu ntilie maji	f14882d16efa48e1ee54af41a0f7e5022d9d621f7fcd750d2212a1ca312f72a9	sw	different-language
Vageni vakiya huku kwechu huchumia kijiko kulia wali	e2be16efdb01ba2d7b30c41f4a5642e8947c2253df66e5fb7a83300b83e76503	sw	different-language
Asha kamuumizi mweziwe.	0d991701b12927c1a2cae4c2df6b548ebc2f379727c119cf8e7c0cc5beffa32c	sw	different-language
Simu yangu nnnaiweka wapi?	76072a2f9d3a48825af75f31fdda65ddaeaf9c5ae38f61dbde49bf5ed45958ad	sw	different-language
Kuvalya nguo mpya ni faradhi	76122fff459cb7266031e6f486272d1d70fa574a1c77a8ebe9b94c9cc41b4fc7	sw	different-language
Ukesa njoo ukande unga.	9c76f8bddc78d06274405f05359d64ee63ce9912d57993210bd04838b80420d9	sw	different-language
Mechi yajayo twashinda	9ca61f90b5c379309f0a5f7507eb015c586a65c32d8e9c0e3a343f3af93b39ce	sw	different-language
Ntoto kaanza kucheza sasa	4c3fb98a082c6fdfe3b9b4e9e6190ef09c5fd4cf92d078ec64d57cfb3d8e2a81	sw	different-language
Kuku kuranyoo hudhaa maingi mengi	f784dd2f3cf36be57a3c6042a10ac9ce951301cf0651381094d80445e3d58301	sw	different-language
Mwidhi aliyejepa kuku amepelekwa jela	9e6306c2a217719082db898734e65b3442506cf913f4de10ddfef0cf70222d90	sw	different-language
Kanakutangazia maneno uyosema.	60ac6ed6f4814999965b862573761378f58b93a030bedbaba64b2bd009d3bdfc	sw	different-language
Sote twesangaa twelipomuona mwalimu Ali apika	94dff69a81172641eb505d13dfd2781f1ef9472328c3ad80fc127757c79f5ec8	sw	different-language
Ambari ina thamani sana kiasi kwamba inawedha kukufanya uwe tajiri	62f3d0265d9a9459ec4b639b857951008c8448963060c0968ae6f6d1c6bdf524	sw	different-language
Vadhungu huku kwechu huchubika kwa picha vakenda nadho udhunguni.	28bd3da4d12fc4a16344af8439ab49a4682c5d385568e6c4a5650a22827d5c5e	sw	different-language
Mwichuni hufanya chanu kuchengedheya makaa.	1dd1ba8804157715bd56978c4e27f11c826d0f629ba4eb7fc8c9659f6dd48de1	sw	different-language
Tachia kisongo iyani livodhe.	109c6448a0090d833be51fa085ee1f96b4d08f584c0b8ea669b24fa834fd0157	sw	different-language
Kuna kaka la kibiriti	a7589456a4892918aaedca068a263465eabf6007b8fdb9d53ce5f3734c93eb10	sw	different-language
Alichwambia alimasi hupachikana makokoni kwenye ncho nrefu.	5798a560e3c1000050954754ca7e3b91b218618b739ce692d1215d98c1414b02	sw	different-language
Mwanamume huyu aoa akiwata tu	1a23d84f833f704bdfc0dc6c2f2b6cc05dad5bba2210b21523fedf1f958b6e04	sw	different-language
Nfanikiwa mtihani wangu.	5cd7a1db52d151244785d4ab5a4ab196a6ba8726edd11dbf142d940e958b8e20	sw	different-language
Kake kanruhusi mwanawe kusafiri na	470092497a90ccdee3e25b84ace8f2b0ded4705ff0ea63775fae803d68f3a5fd	sw	different-language
Vana va machondoni huvaa johari harusini.	503a22c5fa5ca2629fbb3ccccd0bad94d8fe7933f8616ce893337397f24ace42	sw	different-language
Asha kagauza nguo yake nje ndani	80d0566d2bd86385addf8793af8fd7f408a7ad61b3a46ebc9069fb0494e2b449	sw	different-language
Kitabu changu kijepewa kwandia yana.	7789751199a23743f246c23176ddd109a49e54cb6f0d28677fa8f1f31c544bc5	sw	different-language
Isi hula isi Ramadhani.	5ba057f8e53c5991c2d663276308dbc12266ba07b3e9a90d6b5f199f7a0a5791	sw	different-language
Vukaga upande unoku.	8bfe47bcb8213bb7a806d4e29ed8dab636bc2f4e2d028d13e55f27a85ae9061b	sw	different-language
Okoa watoto zidi ya uzalilishaji	99ee66a2a88ebe2fc6579f5d10e6a8cd65032a16fde1c9f4c2b4a6f22eecffb9	sw	different-language
Nyumba ya jirani yachomeka	6fa7b29a3529c905cdcc778c86762c9ec35d08d47df9b37f6a777082be41dfe5	sw	different-language
Ukesa kosa vyombo fua na izo nguo.	5d3ee1e91992f44d22b8c3e668a5dd3aedef5adc8b11fc8eef7f373b69286a73	sw	different-language
Dhichu dha jirani dhilidhojepwa hadhikuva na risichi	17e603f3d45cea4fa0807f8b908e3cf0fba0512e6476b5061445de263f929575	sw	different-language
Numba dha kisiwani ningi paa lake huva nda makuchi	8ebde852d4924aeb8cdf864b80951f008f62c08518853a5e6db644011c421ce9	sw	different-language
Kunde dha sukari huliwa Ramadhani.	6de2ebee6a121c977200dde7273aa49e1f4cbf6c1ea7102c74e8a2733da23a55	sw	different-language
"Madhimbi, madhimbi hudhamisha idau."	bd42e86924f41681ec54c54c6cfe2f43bda70463dfad918d7856e67b48c85fb5	sw	different-language
Juma chachu tasafiri kwenda Amu.	a125f924a623e03ceabaaa7938e71b4e3ef84c463ef70b2ecb1d197fbc7d57e4	sw	different-language
Faki afunguwa nlyango	2ed86c886a72f104d28c389e2a1184f0cc363a110625304f23c6d516bfff5bd8	sw	different-language
Kusanya virango vyako	92e74d723a51ef9fcff10dd405c06bc71ca47e0087207d3542eb101125ece2e0	sw	different-language
Chumbo la kudhaa huvava mno halina mfano	937cd6801fe3f99caf318985150215d3284a8af8322b2bd18ba7c04efe3f2a9e	sw	different-language
Kuvitambua nvyokwambia leo.	6323f8725cbc3cb4073cc8a7ef8e8e7447cce93c0ef6c91444e3a117a1a4e57d	sw	different-language
Nywa maji ya baridi	a00dbbd9e16dd5041120f0567213889db4327ea595797d82ffd961df9610064d	sw	different-language
Fatuma amwenza mameye	aa9f591febc0190437e2e33404666e0db63618055a27c2f692c972b1abdc8d35	sw	different-language
Chumba kimoya huzunguluwa vana saba.	d8284912146ed40201d270d18a2b3981e5d940d7501e20b468fc4530a1e77fbe	sw	different-language
"Ni kama vile Arsenali afungwe kasha atie wachezaji wengine halafu jamaa akwambie, angalia mabadiliko yale"	3bc407195aabbb06fa45ea542474f382c57ed4dcdc78cffc11ade2f40c7afab4	sw	different-language
Tawanya ili vyenele moti	61d1960a05297fd316684f5eea3365df66501b26730b70830f5d4650389d2762	sw	different-language
Kake aijali familiaye	f63388f779814aba556c870ecca05d476eca9459f51f57d06faf067e8d3323f1	sw	different-language
Visiwani makanisa ni kathithi	65e3ac57c1f43a7b326189e44c41f52e41e6092b3b76ae14518eaedfe1565e78	sw	different-language
Wakaa gorofa ya ngaa?	9307ddb49c4a9c0d83de90cbbdb509e18ef28624eedb2185cc96e14d3ca27811	sw	different-language
Isi vanadamu huchia isi bakulini	66262ecd376df3cf57c37a6c3d0c4e50c470c07f9d1cde5b842686e489f271c8	sw	different-language
Kaa utuwe sasa	7fb2419412a150b9238b8f9cbf06ecaa92d1b028bd47169927702a4f5ab70a2b	sw	different-language
Lavya mashuka yako yote.	9bd92c0e78ab14024afc6df07ba1fb648b277fc0eb1f924462c0c2f24857cf5b	sw	different-language
Kitwa changu nakidhikiya maruwe maruwe	64c0d31bdb1c766af3bc57dfae27130a51ac227f694a918e2a1684246433f3dc	sw	different-language
Kuku mweupe alivangua dhifaranga dhichachu	7114db6fe85f4a6d9876a93b8274fd89c889500427d29a79981ce2d9f30b244e	sw	different-language
Nnajiwa na pandikizi la mtu	8cb53943cce1c9b9907482c2a70112487652861146212e0fededebd4b0f2950e	sw	different-language
Msichana ule mwaka huu kwenye ntihani ndopicha kwaudhuri.	5d07d179d0875cf20e26885efb19d6df08bb56fad9c2be623b552fac92db61cf	sw	different-language
Jikoni kunjaa makombomwiko	b3438d84951eb3d5f84e8e148b8311b543aebf33754a05cf2ddd4e216f03379b	sw	different-language
Mwanavuli ulee ni hodari kukimbia	79bc79fad1b2c799e5d36116c89a011a4d06e180b65a69d4251f53b507de18e7	sw	different-language
Wali na maharagwe ni mseto ambao isi vabajuni chwaupenda.	d281940bcf57c7afee474924fc3a7f181f36b93244bc7a6438d086ced88f8c3d	sw	different-language
Sanduku la sipana silivoni lilipo.	5553528558192e1af4c050f366f638254d586871eace4f0bbbe87b7e823dc328	sw	different-language
Numbani huchumiwa sana buli kuchiliwa chai	ff4559936188ba8bf4551af043d8261cd00000dafd2d9f8f0cf5b1752191cfab	sw	different-language
Mwedhi hung’ara usiku dhima.	1cbab795f7180f87dba6b3bbf088e66212e1346dcc4ae14d14a83fbfab683170	sw	different-language
Ni kama hapa ukimwambia mtu twenda kubaua hatajua kwenda kubauwa ni nini	09c196b6bd56fdcf638182bfaa3d1582179db44e2f8ea4a8422a7869d9785ebd	sw	different-language
kazi yako sinaigoma.	317cbb4273424ed0899a044c3fccdfb9114177e690370f123a374d0d4a295b2b	sw	different-language
Mwalimu yangu kananjali too.	0df18222b33209b1d39ca9f2c1610610032c4551ad190578eed66a068c4658e4	sw	different-language
Mbudhi huchumiwa kukuniwa nadhi	199c051bdcbc610d79a8449f80106f773f499c9871ef127a793b3f8c97918a90	sw	different-language
Nchu akitaka kuanda huanda vidhuri.	4c1c649ee3a0d4cae9bff4bbfd825525f6b1aecf40df9c0adfd125322cb95961	sw	different-language
Nashona ukosi cha shati langu	7d76034874bcbaea3c94cdd19f62ba2f3274af89d288f7a5cc24154cc7da5db3	sw	different-language
Tuwa uo mzigo uchoke.	7d61cbc2eae6a92dac32cc9709d06cdb9cd3e4b94d50b303a61b82b33306bb7f	sw	different-language
Juma dumbwa ukwe nyumba yako	cfc56f2a7a612797e6c5ac955980a1e8feef021ddff9db1ad94e07b0e674cea6	sw	different-language
Vadhee va dhamani valichwambia sungura ni n'janja	980a7cda77d04cbf2dfb61f1311aa179881cfdbe628a622182c47ab6f6566c43	sw	different-language
Tulipojenga twelazimika kuvunja	4491ea714c09fdd5eeb27047f781123dd3c7c6c6a2948c2a9a4822dfbda8ed59	sw	different-language
Kunachakigwa kweli nyi ashura.	8ab1ac355aea8bee9a02dfb5b9acef0b1fb048f11699fe2a3383996817515164	sw	different-language
Nchu hapendi kukubali kila kichu aambiwalo.	080480ec3abc923572b2ca47026bba486f5ff3b8a1c34f9388ed1529d6148880	sw	different-language
Dade akaranga samaki	97d7c33ed4e3e2cc167ce2756b2f96201ccaa78effe9dac0480662379faf0615	sw	different-language
Machunda yote yandovowa	9455bafa8c02ccdc0f6ae61c131a02c28d9d99f714fa2ed800d5a0109f36c49b	sw	different-language
Indoo la mamala kuchilia mai lindopasuka	5af3f07af2f122211cb24405f811d021403093060deb9b6f254c8487a751b98b	sw	different-language
Sipendi vachu vanchaye nchu fulani	b3b77e21f759508f2776c127d18f3bc0bb1521c3481a19c833465fa4a346b2f8	sw	different-language
Tumia siniya 	bda958704429ce3a8a0c09135f48f296925c90d83fa210cfea990957c7ebce76	sw	different-language
Leso hii imparara na ni fuo la kwanza tu	83ea1d278670b2df229c12e93ef98a3bed71c81926e44f90ab73473b0b78ac6f	sw	different-language
Lyunda jahazi	ad1f81a8c907a8460fea78de3be6626c000477f734fc033e6a8a823350e12510	sw	different-language
Valipachikana vachu vavili vadheme  baharini	b5dbe231b55c290375d5c2c71e9279aa9f1419fa6fffc5a4905993cf4bdbd360	sw	different-language
Ibita lechu huhara.	53ebad6680caccba6a4b03883280f2af8eee1d31a8d5d28880099615f177a6e5	sw	different-language
Kanafundisha watu wakubwa.	413487b54883006d0dc93e97ce85cf748a3d77bfffc92c91cbc078091e2854a5	sw	different-language
Umia ameumia mwana huu.	aaab5945bb21c334f4643f78987233e29f08cae08676cb93ccc7534f93ca6692	sw	different-language
"Vona, akivoneshwa hataki kuvona,"	82b53ed810ff446351b22be5a499f32eeede61df381efb857b1a1e6ce467c59c	sw	different-language
Siku hidhi kama huna ilimu ni kidha kichupu huvoni muangaa.	6d406de2f92c7e6e780845e4b1f46d0b2a55250f493da5eab196a19ca19204ca	sw	different-language
Lulu huvaliwa mmiyoni.	9c02dd177d8014f4546014e1d511c1eec3afc7dd19a8a70aaf7d9f8a269aaab7	sw	different-language
Mwanangu usifanye mviro sana.	3d319be1a43555d24230edd161242b53c392892bdf02e4a821481d478de4270c	sw	different-language
Vachu va Pate huchumia vulio kuchia mai kisimani	c43d6e06d451951cd2e76865515fae3966280656ad58cf2a1287d37daec700f4	sw	different-language
Kunawamurika watu wajakupiga.	2eaac857d7015b81499a5703aa0b65aa703a800aef8947b6abdede465c013395	sw	different-language
Vachu huchumia  hiridhi ili kuikinga na mabaya	a2ca30303d58ff86537db3b82daa83d2b1855cb1be8f88ac653106b0c8cf9987	sw	different-language
Mrehani huchuza maradhi mingi miilini mwechu	affb59deb78b01762d8b2e4203a9b437485f03cae67fa0738fb61485fe4ce32a	sw	different-language
Mwanafundi alijepa nnama akafungwa kifungo cha maisha.	a180189d6a8448b8d5dcb727957c79732cd65620454faf09e22b4d3613d27f3b	sw	different-language
Utavona hupunga akifanya wasu.	b197ad023394709d77efb128623827610900e8bd7fe45798d13f0918033d7f32	sw	different-language
Muhula uno nlawii ya kwaza.	9f35f77e7043502c00a96a35756967fde538627cbf787b0f42648e757903119f	sw	different-language
Timu yetu imfikiya malengo	876e7ac94ff6733da2046b2df5bbd45628b1ad18d49d66e222dc8dac80299378	sw	different-language
Hondoo nae unalo ifucha lakunona.	700adf8dd1775a6e154616bb9e4536cde8e8f086a670b8633404558171d092e1	sw	different-language
Mimi nasikia ndaa sana	bda91874232ba63231535a31d7f21b11074b29e9504576e596f99cd3578b4233	sw	different-language
Juma tano takwenda chamani.	c184138bd1ffb7e416288106a4e85c5e0b826bb9ccef73f71cfd35d8f7c37d25	sw	different-language
Usiende nchoni utadhama	c1ffd79587b8d5a7142faf7688cf3353f8d3c985a88915519ccc949285a9ae74	sw	different-language
Irinda la mama limekachika	86686f3f60dc0ae75fc017909c8142457ad056ff200e2155a834bc3031f0742c	sw	different-language
Nenda kulipa deni	64951d86f2c076f2577078d43a912bc02198db3ba9866685f693ae4075c3d01f	sw	different-language
Kunachekea nini?	c11561fead0180197e2b0c1ca0486e1bf258cd177f132ba56858d20d5be614a5	sw	different-language
Shuhuli yao ifanyiki jana	186051329f530683d2c5f6db10853aa6d4a851495c52f7d8945e64623c28f2f2	sw	different-language
Andombika isheke la igoti saa lanvava	a6defb710b9ea16010d915e9975918b324c47bb32dfc50b995f942699e5e1a58	sw	different-language
Harusi dha kibajuni huchumia  dhumari katika ubikaji ngoma	a80fbde39175d135c667f533a69f2a02ad14980d598d0ae13a87f4373ea189ea	sw	different-language
